club_name,club_link
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2013-2014/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2013-2014/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2013-2014/Valencia-Stats
Valladolid,https://fbref.com/en/squads/17859612/2013-2014/Valladolid-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2013-2014/Villarreal-Stats
Almería,https://fbref.com/en/squads/78ecf4bb/2014-2015/Almeria-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2014-2015/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2014-2015/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2014-2015/Barcelona-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2014-2015/Celta-Vigo-Stats
Córdoba,https://fbref.com/en/squads/6009ff35/2014-2015/Cordoba-Stats
Eibar,https://fbref.com/en/squads/bea5c710/2014-2015/Eibar-Stats
Elche,https://fbref.com/en/squads/6c8b07df/2014-2015/Elche-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2014-2015/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2014-2015/Getafe-Stats
Granada,https://fbref.com/en/squads/a0435291/2014-2015/Granada-Stats
La Coruña,https://fbref.com/en/squads/2a60ed82/2014-2015/Deportivo-La-Coruna-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2014-2015/Levante-Stats
Málaga,https://fbref.com/en/squads/1c896955/2014-2015/Malaga-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/2014-2015/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2014-2015/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2014-2015/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2014-2015/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2014-2015/Valencia-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2014-2015/Villarreal-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2015-2016/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2015-2016/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2015-2016/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2015-2016/Real-Betis-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2015-2016/Celta-Vigo-Stats
Eibar,https://fbref.com/en/squads/bea5c710/2015-2016/Eibar-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2015-2016/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2015-2016/Getafe-Stats
Granada,https://fbref.com/en/squads/a0435291/2015-2016/Granada-Stats
La Coruña,https://fbref.com/en/squads/2a60ed82/2015-2016/Deportivo-La-Coruna-Stats
Las Palmas,https://fbref.com/en/squads/0049d422/2015-2016/Las-Palmas-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2015-2016/Levante-Stats
Málaga,https://fbref.com/en/squads/1c896955/2015-2016/Malaga-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/2015-2016/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2015-2016/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2015-2016/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2015-2016/Sevilla-Stats
Sporting Gijón,https://fbref.com/en/squads/bb9efd50/2015-2016/Sporting-Gijon-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2015-2016/Valencia-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2015-2016/Villarreal-Stats
Alavés,https://fbref.com/en/squads/8d6fd021/2016-2017/Alaves-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2016-2017/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2016-2017/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2016-2017/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2016-2017/Real-Betis-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2016-2017/Celta-Vigo-Stats
Eibar,https://fbref.com/en/squads/bea5c710/2016-2017/Eibar-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2016-2017/Espanyol-Stats
Granada,https://fbref.com/en/squads/a0435291/2016-2017/Granada-Stats
La Coruña,https://fbref.com/en/squads/2a60ed82/2016-2017/Deportivo-La-Coruna-Stats
Las Palmas,https://fbref.com/en/squads/0049d422/2016-2017/Las-Palmas-Stats
Leganés,https://fbref.com/en/squads/7c6f2c78/2016-2017/Leganes-Stats
Málaga,https://fbref.com/en/squads/1c896955/2016-2017/Malaga-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2016-2017/Osasuna-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2016-2017/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2016-2017/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2016-2017/Sevilla-Stats
Sporting Gijón,https://fbref.com/en/squads/bb9efd50/2016-2017/Sporting-Gijon-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2016-2017/Valencia-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2016-2017/Villarreal-Stats
Alavés,https://fbref.com/en/squads/8d6fd021/2017-2018/Alaves-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2017-2018/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2017-2018/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2017-2018/Real-Betis-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats
Eibar,https://fbref.com/en/squads/bea5c710/2017-2018/Eibar-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2017-2018/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2017-2018/Getafe-Stats
Girona,https://fbref.com/en/squads/9024a00a/2017-2018/Girona-Stats
La Coruña,https://fbref.com/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats
Las Palmas,https://fbref.com/en/squads/0049d422/2017-2018/Las-Palmas-Stats
Leganés,https://fbref.com/en/squads/7c6f2c78/2017-2018/Leganes-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2017-2018/Levante-Stats
Málaga,https://fbref.com/en/squads/1c896955/2017-2018/Malaga-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2017-2018/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2017-2018/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2017-2018/Valencia-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2017-2018/Villarreal-Stats
Alavés,https://fbref.com/en/squads/8d6fd021/2018-2019/Alaves-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2018-2019/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2018-2019/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2018-2019/Real-Betis-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats
Eibar,https://fbref.com/en/squads/bea5c710/2018-2019/Eibar-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2018-2019/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats
Girona,https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats
Huesca,https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats
Leganés,https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2018-2019/Valencia-Stats
Valladolid,https://fbref.com/en/squads/17859612/2018-2019/Valladolid-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2018-2019/Villarreal-Stats
Alavés,https://fbref.com/en/squads/8d6fd021/2019-2020/Alaves-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2019-2020/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2019-2020/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2019-2020/Real-Betis-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats
Eibar,https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats
Granada,https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats
Leganés,https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats
Mallorca,https://fbref.com/en/squads/2aa12281/2019-2020/Mallorca-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2019-2020/Osasuna-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2019-2020/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2019-2020/Valencia-Stats
Valladolid,https://fbref.com/en/squads/17859612/2019-2020/Valladolid-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2019-2020/Villarreal-Stats
Alavés,https://fbref.com/en/squads/8d6fd021/2020-2021/Alaves-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2020-2021/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2020-2021/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2020-2021/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2020-2021/Real-Betis-Stats
Cádiz,https://fbref.com/en/squads/ee7c297c/2020-2021/Cadiz-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats
Eibar,https://fbref.com/en/squads/bea5c710/2020-2021/Eibar-Stats
Elche,https://fbref.com/en/squads/6c8b07df/2020-2021/Elche-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2020-2021/Getafe-Stats
Granada,https://fbref.com/en/squads/a0435291/2020-2021/Granada-Stats
Huesca,https://fbref.com/en/squads/c6c493e6/2020-2021/Huesca-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2020-2021/Levante-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2020-2021/Osasuna-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2020-2021/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2020-2021/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2020-2021/Valencia-Stats
Valladolid,https://fbref.com/en/squads/17859612/2020-2021/Valladolid-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2020-2021/Villarreal-Stats
Alavés,https://fbref.com/en/squads/8d6fd021/2021-2022/Alaves-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2021-2022/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2021-2022/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2021-2022/Real-Betis-Stats
Cádiz,https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats
Elche,https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats
Granada,https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats
Mallorca,https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2021-2022/Osasuna-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2021-2022/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2021-2022/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2021-2022/Valencia-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2021-2022/Villarreal-Stats
Almería,https://fbref.com/en/squads/78ecf4bb/2022-2023/Almeria-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2022-2023/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2022-2023/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2022-2023/Real-Betis-Stats
Cádiz,https://fbref.com/en/squads/ee7c297c/2022-2023/Cadiz-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats
Elche,https://fbref.com/en/squads/6c8b07df/2022-2023/Elche-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2022-2023/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2022-2023/Getafe-Stats
Girona,https://fbref.com/en/squads/9024a00a/2022-2023/Girona-Stats
Mallorca,https://fbref.com/en/squads/2aa12281/2022-2023/Mallorca-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2022-2023/Osasuna-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2022-2023/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2022-2023/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2022-2023/Valencia-Stats
Valladolid,https://fbref.com/en/squads/17859612/2022-2023/Valladolid-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2022-2023/Villarreal-Stats
Alavés,https://fbref.com/en/squads/8d6fd021/2023-2024/Alaves-Stats
Almería,https://fbref.com/en/squads/78ecf4bb/2023-2024/Almeria-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2023-2024/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2023-2024/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2023-2024/Real-Betis-Stats
Cádiz,https://fbref.com/en/squads/ee7c297c/2023-2024/Cadiz-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2023-2024/Getafe-Stats
Girona,https://fbref.com/en/squads/9024a00a/2023-2024/Girona-Stats
Granada,https://fbref.com/en/squads/a0435291/2023-2024/Granada-Stats
Las Palmas,https://fbref.com/en/squads/0049d422/2023-2024/Las-Palmas-Stats
Mallorca,https://fbref.com/en/squads/2aa12281/2023-2024/Mallorca-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2023-2024/Osasuna-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2023-2024/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2023-2024/Valencia-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2023-2024/Villarreal-Stats
Alavés,https://fbref.com/en/squads/8d6fd021/Alaves-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/Real-Betis-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/Celta-Vigo-Stats
Espanyol,https://fbref.com/en/squads/a8661628/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/Getafe-Stats
Girona,https://fbref.com/en/squads/9024a00a/Girona-Stats
Las Palmas,https://fbref.com/en/squads/0049d422/Las-Palmas-Stats
Leganés,https://fbref.com/en/squads/7c6f2c78/Leganes-Stats
Mallorca,https://fbref.com/en/squads/2aa12281/Mallorca-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/Osasuna-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/Valencia-Stats
Valladolid,https://fbref.com/en/squads/17859612/Valladolid-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/Villarreal-Stats
Bari,https://fbref.com/en/squads/01baa639/2010-2011/Bari-Stats
Bologna,https://fbref.com/en/squads/1d8099f8/2010-2011/Bologna-Stats
Brescia,https://fbref.com/en/squads/4ef57aeb/2010-2011/Brescia-Stats
Cagliari,https://fbref.com/en/squads/c4260e09/2010-2011/Cagliari-Stats
Catania,https://fbref.com/en/squads/7b046f08/2010-2011/Catania-Stats
Cesena,https://fbref.com/en/squads/283f2557/2010-2011/Cesena-Stats
Chievo,https://fbref.com/en/squads/cc919b35/2010-2011/Chievo-Stats
Fiorentina,https://fbref.com/en/squads/421387cf/2010-2011/Fiorentina-Stats
Genoa,https://fbref.com/en/squads/658bf2de/2010-2011/Genoa-Stats
Inter,https://fbref.com/en/squads/d609edc0/2010-2011/Internazionale-Stats
Juventus,https://fbref.com/en/squads/e0652b02/2010-2011/Juventus-Stats
Lazio,https://fbref.com/en/squads/7213da33/2010-2011/Lazio-Stats
Lecce,https://fbref.com/en/squads/ffcbe334/2010-2011/Lecce-Stats
Milan,https://fbref.com/en/squads/dc56fe14/2010-2011/Milan-Stats
Napoli,https://fbref.com/en/squads/d48ad4ff/2010-2011/Napoli-Stats
Palermo,https://fbref.com/en/squads/ee058a17/2010-2011/Palermo-Stats
Parma,https://fbref.com/en/squads/eab4234c/2010-2011/Parma-Stats
Roma,https://fbref.com/en/squads/cf74a709/2010-2011/Roma-Stats
Sampdoria,https://fbref.com/en/squads/8ff9e3b3/2010-2011/Sampdoria-Stats
Udinese,https://fbref.com/en/squads/04eea015/2010-2011/Udinese-Stats
Atalanta,https://fbref.com/en/squads/922493f3/2011-2012/Atalanta-Stats
Bologna,https://fbref.com/en/squads/1d8099f8/2011-2012/Bologna-Stats
Cagliari,https://fbref.com/en/squads/c4260e09/2011-2012/Cagliari-Stats
Catania,https://fbref.com/en/squads/7b046f08/2011-2012/Catania-Stats
Cesena,https://fbref.com/en/squads/283f2557/2011-2012/Cesena-Stats
Chievo,https://fbref.com/en/squads/cc919b35/2011-2012/Chievo-Stats
Fiorentina,https://fbref.com/en/squads/421387cf/2011-2012/Fiorentina-Stats
Genoa,https://fbref.com/en/squads/658bf2de/2011-2012/Genoa-Stats
Inter,https://fbref.com/en/squads/d609edc0/2011-2012/Internazionale-Stats
Juventus,https://fbref.com/en/squads/e0652b02/2011-2012/Juventus-Stats
Lazio,https://fbref.com/en/squads/7213da33/2011-2012/Lazio-Stats
Lecce,https://fbref.com/en/squads/ffcbe334/2011-2012/Lecce-Stats
Milan,https://fbref.com/en/squads/dc56fe14/2011-2012/Milan-Stats
Napoli,https://fbref.com/en/squads/d48ad4ff/2011-2012/Napoli-Stats
Novara,https://fbref.com/en/squads/6c37111f/2011-2012/Novara-Stats
Palermo,https://fbref.com/en/squads/ee058a17/2011-2012/Palermo-Stats
Parma,https://fbref.com/en/squads/eab4234c/2011-2012/Parma-Stats
Roma,https://fbref.com/en/squads/cf74a709/2011-2012/Roma-Stats
Siena,https://fbref.com/en/squads/45a2f824/2011-2012/Siena-Stats
Udinese,https://fbref.com/en/squads/04eea015/2011-2012/Udinese-Stats
Atalanta,https://fbref.com/en/squads/922493f3/2012-2013/Atalanta-Stats
Bologna,https://fbref.com/en/squads/1d8099f8/2012-2013/Bologna-Stats
Cagliari,https://fbref.com/en/squads/c4260e09/2012-2013/Cagliari-Stats
Catania,https://fbref.com/en/squads/7b046f08/2012-2013/Catania-Stats
Chievo,https://fbref.com/en/squads/cc919b35/2012-2013/Chievo-Stats
Fiorentina,https://fbref.com/en/squads/421387cf/2012-2013/Fiorentina-Stats
Genoa,https://fbref.com/en/squads/658bf2de/2012-2013/Genoa-Stats
Inter,https://fbref.com/en/squads/d609edc0/2012-2013/Internazionale-Stats
Juventus,https://fbref.com/en/squads/e0652b02/2012-2013/Juventus-Stats
Lazio,https://fbref.com/en/squads/7213da33/2012-2013/Lazio-Stats
Milan,https://fbref.com/en/squads/dc56fe14/2012-2013/Milan-Stats
Napoli,https://fbref.com/en/squads/d48ad4ff/2012-2013/Napoli-Stats
Palermo,https://fbref.com/en/squads/ee058a17/2012-2013/Palermo-Stats
Parma,https://fbref.com/en/squads/eab4234c/2012-2013/Parma-Stats
Pescara,https://fbref.com/en/squads/b985784c/2012-2013/Pescara-Stats
Roma,https://fbref.com/en/squads/cf74a709/2012-2013/Roma-Stats
Sampdoria,https://fbref.com/en/squads/8ff9e3b3/2012-2013/Sampdoria-Stats
Siena,https://fbref.com/en/squads/45a2f824/2012-2013/Siena-Stats
Torino,https://fbref.com/en/squads/105360fe/2012-2013/Torino-Stats
Udinese,https://fbref.com/en/squads/04eea015/2012-2013/Udinese-Stats
Atalanta,https://fbref.com/en/squads/922493f3/2013-2014/Atalanta-Stats
Bologna,https://fbref.com/en/squads/1d8099f8/2013-2014/Bologna-Stats
Cagliari,https://fbref.com/en/squads/c4260e09/2013-2014/Cagliari-Stats
Catania,https://fbref.com/en/squads/7b046f08/2013-2014/Catania-Stats
Chievo,https://fbref.com/en/squads/cc919b35/2013-2014/Chievo-Stats
Fiorentina,https://fbref.com/en/squads/421387cf/2013-2014/Fiorentina-Stats
Genoa,https://fbref.com/en/squads/658bf2de/2013-2014/Genoa-Stats
Hellas Verona,https://fbref.com/en/squads/0e72edf2/2013-2014/Hellas-Verona-Stats
Inter,https://fbref.com/en/squads/d609edc0/2013-2014/Internazionale-Stats
Juventus,https://fbref.com/en/squads/e0652b02/2013-2014/Juventus-Stats
Lazio,https://fbref.com/en/squads/7213da33/2013-2014/Lazio-Stats
Livorno,https://fbref.com/en/squads/939201df/2013-2014/Livorno-Stats
Milan,https://fbref.com/en/squads/dc56fe14/2013-2014/Milan-Stats
Napoli,https://fbref.com/en/squads/d48ad4ff/2013-2014/Napoli-Stats
Parma,https://fbref.com/en/squads/eab4234c/2013-2014/Parma-Stats
Roma,https://fbref.com/en/squads/cf74a709/2013-2014/Roma-Stats
Sampdoria,https://fbref.com/en/squads/8ff9e3b3/2013-2014/Sampdoria-Stats
Sassuolo,https://fbref.com/en/squads/e2befd26/2013-2014/Sassuolo-Stats
Torino,https://fbref.com/en/squads/105360fe/2013-2014/Torino-Stats
Udinese,https://fbref.com/en/squads/04eea015/2013-2014/Udinese-Stats
Atalanta,https://fbref.com/en/squads/922493f3/2014-2015/Atalanta-Stats
Cagliari,https://fbref.com/en/squads/c4260e09/2014-2015/Cagliari-Stats
Cesena,https://fbref.com/en/squads/283f2557/2014-2015/Cesena-Stats
Chievo,https://fbref.com/en/squads/cc919b35/2014-2015/Chievo-Stats
Empoli,https://fbref.com/en/squads/a3d88bd8/2014-2015/Empoli-Stats
Fiorentina,https://fbref.com/en/squads/421387cf/2014-2015/Fiorentina-Stats
Genoa,https://fbref.com/en/squads/658bf2de/2014-2015/Genoa-Stats
Hellas Verona,https://fbref.com/en/squads/0e72edf2/2014-2015/Hellas-Verona-Stats
Inter,https://fbref.com/en/squads/d609edc0/2014-2015/Internazionale-Stats
Juventus,https://fbref.com/en/squads/e0652b02/2014-2015/Juventus-Stats
Lazio,https://fbref.com/en/squads/7213da33/2014-2015/Lazio-Stats
Milan,https://fbref.com/en/squads/dc56fe14/2014-2015/Milan-Stats
Napoli,https://fbref.com/en/squads/d48ad4ff/2014-2015/Napoli-Stats
Palermo,https://fbref.com/en/squads/ee058a17/2014-2015/Palermo-Stats
Parma,https://fbref.com/en/squads/eab4234c/2014-2015/Parma-Stats
Roma,https://fbref.com/en/squads/cf74a709/2014-2015/Roma-Stats
Sampdoria,https://fbref.com/en/squads/8ff9e3b3/2014-2015/Sampdoria-Stats
Sassuolo,https://fbref.com/en/squads/e2befd26/2014-2015/Sassuolo-Stats
Torino,https://fbref.com/en/squads/105360fe/2014-2015/Torino-Stats
Udinese,https://fbref.com/en/squads/04eea015/2014-2015/Udinese-Stats
Atalanta,https://fbref.com/en/squads/922493f3/2015-2016/Atalanta-Stats
Bologna,https://fbref.com/en/squads/1d8099f8/2015-2016/Bologna-Stats
Carpi,https://fbref.com/en/squads/71f07916/2015-2016/Carpi-Stats
Chievo,https://fbref.com/en/squads/cc919b35/2015-2016/Chievo-Stats
Empoli,https://fbref.com/en/squads/a3d88bd8/2015-2016/Empoli-Stats
Fiorentina,https://fbref.com/en/squads/421387cf/2015-2016/Fiorentina-Stats
Frosinone,https://fbref.com/en/squads/6a7ad59d/2015-2016/Frosinone-Stats
Genoa,https://fbref.com/en/squads/658bf2de/2015-2016/Genoa-Stats
Hellas Verona,https://fbref.com/en/squads/0e72edf2/2015-2016/Hellas-Verona-Stats
Inter,https://fbref.com/en/squads/d609edc0/2015-2016/Internazionale-Stats
Juventus,https://fbref.com/en/squads/e0652b02/2015-2016/Juventus-Stats
Lazio,https://fbref.com/en/squads/7213da33/2015-2016/Lazio-Stats
Milan,https://fbref.com/en/squads/dc56fe14/2015-2016/Milan-Stats
Napoli,https://fbref.com/en/squads/d48ad4ff/2015-2016/Napoli-Stats
Palermo,https://fbref.com/en/squads/ee058a17/2015-2016/Palermo-Stats
Roma,https://fbref.com/en/squads/cf74a709/2015-2016/Roma-Stats
Sampdoria,https://fbref.com/en/squads/8ff9e3b3/2015-2016/Sampdoria-Stats
