club_name,club_link
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2011-2012/Hoffenheim-Stats
Kaiserslautern,https://fbref.com/en/squads/73a27a73/2011-2012/Kaiserslautern-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2011-2012/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2011-2012/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2011-2012/Mainz-05-Stats
Nürnberg,https://fbref.com/en/squads/6f2c108c/2011-2012/Nurnberg-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2011-2012/Schalke-04-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2011-2012/Stuttgart-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2011-2012/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2011-2012/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2012-2013/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2012-2013/Bayern-Munich-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2012-2013/Dortmund-Stats
Düsseldorf,https://fbref.com/en/squads/b1278397/2012-2013/Dusseldorf-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2012-2013/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2012-2013/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2012-2013/Monchengladbach-Stats
Greuther Fürth,https://fbref.com/en/squads/12192a4c/2012-2013/Greuther-Furth-Stats
Hamburger SV,https://fbref.com/en/squads/26790c6a/2012-2013/Hamburger-SV-Stats
Hannover 96,https://fbref.com/en/squads/60b5e41f/2012-2013/Hannover-96-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2012-2013/Hoffenheim-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2012-2013/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2012-2013/Mainz-05-Stats
Nürnberg,https://fbref.com/en/squads/6f2c108c/2012-2013/Nurnberg-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2012-2013/Schalke-04-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2012-2013/Stuttgart-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2012-2013/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2012-2013/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2013-2014/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2013-2014/Bayern-Munich-Stats
Braunschweig,https://fbref.com/en/squads/8107958d/2013-2014/Eintracht-Braunschweig-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2013-2014/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2013-2014/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2013-2014/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2013-2014/Monchengladbach-Stats
Hamburger SV,https://fbref.com/en/squads/26790c6a/2013-2014/Hamburger-SV-Stats
Hannover 96,https://fbref.com/en/squads/60b5e41f/2013-2014/Hannover-96-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2013-2014/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2013-2014/Hoffenheim-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2013-2014/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2013-2014/Mainz-05-Stats
Nürnberg,https://fbref.com/en/squads/6f2c108c/2013-2014/Nurnberg-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2013-2014/Schalke-04-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2013-2014/Stuttgart-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2013-2014/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2013-2014/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2014-2015/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2014-2015/Bayern-Munich-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2014-2015/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2014-2015/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2014-2015/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2014-2015/Monchengladbach-Stats
Hamburger SV,https://fbref.com/en/squads/26790c6a/2014-2015/Hamburger-SV-Stats
Hannover 96,https://fbref.com/en/squads/60b5e41f/2014-2015/Hannover-96-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2014-2015/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2014-2015/Hoffenheim-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2014-2015/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2014-2015/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2014-2015/Mainz-05-Stats
Paderborn 07,https://fbref.com/en/squads/d9f93f02/2014-2015/Paderborn-07-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2014-2015/Schalke-04-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2014-2015/Stuttgart-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2014-2015/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2014-2015/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2015-2016/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2015-2016/Bayern-Munich-Stats
Darmstadt 98,https://fbref.com/en/squads/6a6967fc/2015-2016/Darmstadt-98-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2015-2016/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2015-2016/Eintracht-Frankfurt-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2015-2016/Monchengladbach-Stats
Hamburger SV,https://fbref.com/en/squads/26790c6a/2015-2016/Hamburger-SV-Stats
Hannover 96,https://fbref.com/en/squads/60b5e41f/2015-2016/Hannover-96-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2015-2016/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2015-2016/Hoffenheim-Stats
Ingolstadt 04,https://fbref.com/en/squads/12eb2039/2015-2016/Ingolstadt-04-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2015-2016/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2015-2016/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2015-2016/Mainz-05-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2015-2016/Schalke-04-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2015-2016/Stuttgart-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2015-2016/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2015-2016/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2016-2017/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2016-2017/Bayern-Munich-Stats
Darmstadt 98,https://fbref.com/en/squads/6a6967fc/2016-2017/Darmstadt-98-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2016-2017/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2016-2017/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2016-2017/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2016-2017/Monchengladbach-Stats
Hamburger SV,https://fbref.com/en/squads/26790c6a/2016-2017/Hamburger-SV-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2016-2017/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2016-2017/Hoffenheim-Stats
Ingolstadt 04,https://fbref.com/en/squads/12eb2039/2016-2017/Ingolstadt-04-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2016-2017/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2016-2017/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2016-2017/Mainz-05-Stats
RB Leipzig,https://fbref.com/en/squads/acbb6a5b/2016-2017/RB-Leipzig-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2016-2017/Schalke-04-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2016-2017/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2016-2017/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2017-2018/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2017-2018/Bayern-Munich-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2017-2018/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2017-2018/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats
Hamburger SV,https://fbref.com/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats
Hannover 96,https://fbref.com/en/squads/60b5e41f/2017-2018/Hannover-96-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2017-2018/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2017-2018/Mainz-05-Stats
RB Leipzig,https://fbref.com/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2017-2018/Schalke-04-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2017-2018/Stuttgart-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2018-2019/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2018-2019/Bayern-Munich-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2018-2019/Dortmund-Stats
Düsseldorf,https://fbref.com/en/squads/b1278397/2018-2019/Dusseldorf-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2018-2019/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats
Hannover 96,https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats
Nürnberg,https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats
RB Leipzig,https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2019-2020/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats
Düsseldorf,https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2019-2020/Mainz-05-Stats
Paderborn 07,https://fbref.com/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
RB Leipzig,https://fbref.com/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2019-2020/Schalke-04-Stats
Union Berlin,https://fbref.com/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
Arminia,https://fbref.com/en/squads/247c4b67/2020-2021/Arminia-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2020-2021/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2020-2021/Bayern-Munich-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2020-2021/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2020-2021/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2020-2021/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2020-2021/Mainz-05-Stats
RB Leipzig,https://fbref.com/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2020-2021/Schalke-04-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2020-2021/Stuttgart-Stats
Union Berlin,https://fbref.com/en/squads/7a41008f/2020-2021/Union-Berlin-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats
Arminia,https://fbref.com/en/squads/247c4b67/2021-2022/Arminia-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2021-2022/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2021-2022/Bayern-Munich-Stats
Bochum,https://fbref.com/en/squads/b42c6323/2021-2022/Bochum-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats
Greuther Fürth,https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats
RB Leipzig,https://fbref.com/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2021-2022/Stuttgart-Stats
Union Berlin,https://fbref.com/en/squads/7a41008f/2021-2022/Union-Berlin-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2022-2023/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2022-2023/Bayern-Munich-Stats
Bochum,https://fbref.com/en/squads/b42c6323/2022-2023/Bochum-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2022-2023/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2022-2023/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats
Hertha BSC,https://fbref.com/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2022-2023/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2022-2023/Mainz-05-Stats
RB Leipzig,https://fbref.com/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats
Schalke 04,https://fbref.com/en/squads/c539e393/2022-2023/Schalke-04-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2022-2023/Stuttgart-Stats
Union Berlin,https://fbref.com/en/squads/7a41008f/2022-2023/Union-Berlin-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/2023-2024/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/2023-2024/Bayern-Munich-Stats
Bochum,https://fbref.com/en/squads/b42c6323/2023-2024/Bochum-Stats
Darmstadt 98,https://fbref.com/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats
Dortmund,https://fbref.com/en/squads/add600ae/2023-2024/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/2023-2024/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats
Heidenheim,https://fbref.com/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats
Köln,https://fbref.com/en/squads/bc357bf7/2023-2024/Koln-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/2023-2024/Mainz-05-Stats
RB Leipzig,https://fbref.com/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/2023-2024/Stuttgart-Stats
Union Berlin,https://fbref.com/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats
Augsburg,https://fbref.com/en/squads/0cdc4311/Augsburg-Stats
Bayern Munich,https://fbref.com/en/squads/054efa67/Bayern-Munich-Stats
Bochum,https://fbref.com/en/squads/b42c6323/Bochum-Stats
Dortmund,https://fbref.com/en/squads/add600ae/Dortmund-Stats
Eint Frankfurt,https://fbref.com/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
Freiburg,https://fbref.com/en/squads/a486e511/Freiburg-Stats
Gladbach,https://fbref.com/en/squads/32f3ee20/Monchengladbach-Stats
Heidenheim,https://fbref.com/en/squads/18d9d2a7/Heidenheim-Stats
Hoffenheim,https://fbref.com/en/squads/033ea6b8/Hoffenheim-Stats
Holstein Kiel,https://fbref.com/en/squads/2ac661d9/Holstein-Kiel-Stats
Leverkusen,https://fbref.com/en/squads/c7a9f859/Bayer-Leverkusen-Stats
Mainz 05,https://fbref.com/en/squads/a224b06a/Mainz-05-Stats
RB Leipzig,https://fbref.com/en/squads/acbb6a5b/RB-Leipzig-Stats
St. Pauli,https://fbref.com/en/squads/54864664/St-Pauli-Stats
Stuttgart,https://fbref.com/en/squads/598bc722/Stuttgart-Stats
Union Berlin,https://fbref.com/en/squads/7a41008f/Union-Berlin-Stats
Werder Bremen,https://fbref.com/en/squads/62add3bf/Werder-Bremen-Stats
Wolfsburg,https://fbref.com/en/squads/4eaa11d7/Wolfsburg-Stats
Almería,https://fbref.com/en/squads/78ecf4bb/2010-2011/Almeria-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2010-2011/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2010-2011/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2010-2011/Barcelona-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2010-2011/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2010-2011/Getafe-Stats
Hércules,https://fbref.com/en/squads/4222a514/2010-2011/Hercules-Stats
La Coruña,https://fbref.com/en/squads/2a60ed82/2010-2011/Deportivo-La-Coruna-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2010-2011/Levante-Stats
Málaga,https://fbref.com/en/squads/1c896955/2010-2011/Malaga-Stats
Mallorca,https://fbref.com/en/squads/2aa12281/2010-2011/Mallorca-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2010-2011/Osasuna-Stats
Racing Sant,https://fbref.com/en/squads/dee3bbc8/2010-2011/Racing-Santander-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2010-2011/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2010-2011/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2010-2011/Sevilla-Stats
Sporting Gijón,https://fbref.com/en/squads/bb9efd50/2010-2011/Sporting-Gijon-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2010-2011/Valencia-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2010-2011/Villarreal-Stats
Zaragoza,https://fbref.com/en/squads/800303a0/2010-2011/Zaragoza-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2011-2012/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2011-2012/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2011-2012/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2011-2012/Real-Betis-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2011-2012/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2011-2012/Getafe-Stats
Granada,https://fbref.com/en/squads/a0435291/2011-2012/Granada-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2011-2012/Levante-Stats
Málaga,https://fbref.com/en/squads/1c896955/2011-2012/Malaga-Stats
Mallorca,https://fbref.com/en/squads/2aa12281/2011-2012/Mallorca-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2011-2012/Osasuna-Stats
Racing Sant,https://fbref.com/en/squads/dee3bbc8/2011-2012/Racing-Santander-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/2011-2012/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2011-2012/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2011-2012/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2011-2012/Sevilla-Stats
Sporting Gijón,https://fbref.com/en/squads/bb9efd50/2011-2012/Sporting-Gijon-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2011-2012/Valencia-Stats
Villarreal,https://fbref.com/en/squads/2a8183b3/2011-2012/Villarreal-Stats
Zaragoza,https://fbref.com/en/squads/800303a0/2011-2012/Zaragoza-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2012-2013/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2012-2013/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2012-2013/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2012-2013/Real-Betis-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2012-2013/Celta-Vigo-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2012-2013/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2012-2013/Getafe-Stats
Granada,https://fbref.com/en/squads/a0435291/2012-2013/Granada-Stats
La Coruña,https://fbref.com/en/squads/2a60ed82/2012-2013/Deportivo-La-Coruna-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2012-2013/Levante-Stats
Málaga,https://fbref.com/en/squads/1c896955/2012-2013/Malaga-Stats
Mallorca,https://fbref.com/en/squads/2aa12281/2012-2013/Mallorca-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2012-2013/Osasuna-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/2012-2013/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2012-2013/Real-Madrid-Stats
Real Sociedad,https://fbref.com/en/squads/e31d1cd9/2012-2013/Real-Sociedad-Stats
Sevilla,https://fbref.com/en/squads/ad2be733/2012-2013/Sevilla-Stats
Valencia,https://fbref.com/en/squads/dcc91a7b/2012-2013/Valencia-Stats
Valladolid,https://fbref.com/en/squads/17859612/2012-2013/Valladolid-Stats
Zaragoza,https://fbref.com/en/squads/800303a0/2012-2013/Zaragoza-Stats
Almería,https://fbref.com/en/squads/78ecf4bb/2013-2014/Almeria-Stats
Athletic Club,https://fbref.com/en/squads/2b390eca/2013-2014/Athletic-Club-Stats
Atlético Madrid,https://fbref.com/en/squads/db3b9613/2013-2014/Atletico-Madrid-Stats
Barcelona,https://fbref.com/en/squads/206d90db/2013-2014/Barcelona-Stats
Betis,https://fbref.com/en/squads/fc536746/2013-2014/Real-Betis-Stats
Celta Vigo,https://fbref.com/en/squads/f25da7fb/2013-2014/Celta-Vigo-Stats
Elche,https://fbref.com/en/squads/6c8b07df/2013-2014/Elche-Stats
Espanyol,https://fbref.com/en/squads/a8661628/2013-2014/Espanyol-Stats
Getafe,https://fbref.com/en/squads/7848bd64/2013-2014/Getafe-Stats
Granada,https://fbref.com/en/squads/a0435291/2013-2014/Granada-Stats
Levante,https://fbref.com/en/squads/9800b6a1/2013-2014/Levante-Stats
Málaga,https://fbref.com/en/squads/1c896955/2013-2014/Malaga-Stats
Osasuna,https://fbref.com/en/squads/03c57e2b/2013-2014/Osasuna-Stats
Rayo Vallecano,https://fbref.com/en/squads/98e8af82/2013-2014/Rayo-Vallecano-Stats
Real Madrid,https://fbref.com/en/squads/53a2f082/2013-2014/Real-Madrid-Stats
